Epoch Time,gocbRef,No.,Time,Protocol,Length,APPID,goID,allData,bit-string,stNum,sqNum,confRev,datSet,Source,Destination,Frame,Interface id,Interface name,Interface description,Encapsulation type,t,Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Simulated,timeAllowedtoLive,simulation,ndsCom,numDatSetEntries,Data,Type,IG bit,Address,LG bit,IG bit.1,LG bit.1,Length.1,Reserved 1,Reserved 2,boolean,Info,attack
1702927673.582516,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,3152333,1702927673.582516,GOOSE,168,0x1010 (4112),rtds,1,80.0,102,345,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:57:53.582516000 IST",0.0,0.0,0.000876,655.401584,3152333,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,0
1702927673.584368,ied_protecaoPROT/LLN0$GO$prot_cb,3152343,1702927673.584368,GOOSE,138,0x1012 (4114),rtds,1,,101,347,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:53.584368000 IST",0.0,0.0,0.001852,655.403436,3152343,138,138,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),124,0x0000 (0),0x0000 (0),False,,0
1702927673.584368,ied_protecaoPROT/LLN0$GO$trip2_dataset,3152344,1702927673.584368,GOOSE,145,0x1013 (4115),rtds,1,,1,347,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:53.584368000 IST",0.0,0.0,0.0,655.403436,3152344,145,145,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),131,0x0000 (0),0x0000 (0),False,,0
1702927674.220229,SEL_421_distCFG/LLN0$GO$CB_prot,3155399,1702927674.220229,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,887,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:57:54.220229000 IST",0.0,8.4e-05,0.635861,656.039297,3155399,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927674.404837,SEL_421_distCFG/LLN0$GO$CB_disj1,3156286,1702927674.404837,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,887,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:57:54.404837000 IST",0.0,0.0,0.184608,656.223905,3156286,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927675.220793,SEL_421_distCFG/LLN0$GO$CB_prot,3160205,1702927675.220793,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,888,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:57:55.220793000 IST",0.0,0.000155,0.815956,657.039861,3160205,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927675.404593,SEL_421_distCFG/LLN0$GO$CB_disj1,3161089,1702927675.404593,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,888,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:57:55.404593000 IST",0.0,8.1e-05,0.1838,657.223661,3161089,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927675.581734,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,3161941,1702927675.581734,GOOSE,176,0x1011 (4113),rtds,1,80.0,2,346,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:57:55.581734000 IST",0.0,0.0,0.177141,657.400802,3161941,176,176,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),162,0x0000 (0),0x0000 (0),,,0
1702927675.582552,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,3161946,1702927675.582552,GOOSE,168,0x1010 (4112),rtds,1,80.0,102,346,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:57:55.582552000 IST",0.0,0.0,0.000818,657.40162,3161946,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,0
1702927675.584399,ied_protecaoPROT/LLN0$GO$prot_cb,3161955,1702927675.584399,GOOSE,138,0x1012 (4114),rtds,1,,101,348,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:55.584399000 IST",0.0,0.000169,0.001847,657.403467,3161955,138,138,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),124,0x0000 (0),0x0000 (0),False,,0
1702927675.584399,ied_protecaoPROT/LLN0$GO$trip2_dataset,3161957,1702927675.584399,GOOSE,145,0x1013 (4115),rtds,1,,1,348,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:55.584399000 IST",0.0,0.0,0.0,657.403467,3161957,145,145,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),131,0x0000 (0),0x0000 (0),False,,0
1702927676.221128,SEL_421_distCFG/LLN0$GO$CB_prot,3165017,1702927676.221128,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,889,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:57:56.221128000 IST",0.0,0.0,0.636729,658.040196,3165017,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927676.40473,SEL_421_distCFG/LLN0$GO$CB_disj1,3165899,1702927676.40473,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,889,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:57:56.404730000 IST",0.0,0.000162,0.183602,658.223798,3165899,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927677.22079,SEL_421_distCFG/LLN0$GO$CB_prot,3169820,1702927677.22079,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,890,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:57:57.220790000 IST",0.0,0.0,0.81606,659.039858,3169820,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927677.404699,SEL_421_distCFG/LLN0$GO$CB_disj1,3170704,1702927677.404699,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,890,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:57:57.404699000 IST",0.0,8.1e-05,0.183909,659.223767,3170704,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927677.581646,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,3171556,1702927677.581646,GOOSE,176,0x1011 (4113),rtds,1,80.0,2,347,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:57:57.581646000 IST",0.0,0.0,0.176947,659.400714,3171556,176,176,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),162,0x0000 (0),0x0000 (0),,,0
1702927677.58256,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,3171560,1702927677.58256,GOOSE,168,0x1010 (4112),rtds,1,80.0,102,347,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:57:57.582560000 IST",0.0,0.000261,0.000914,659.401628,3171560,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,0
1702927677.584508,ied_protecaoPROT/LLN0$GO$prot_cb,3171571,1702927677.584508,GOOSE,138,0x1012 (4114),rtds,1,,101,349,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:57.584508000 IST",0.0,7.5e-05,0.001948,659.403576,3171571,138,138,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),124,0x0000 (0),0x0000 (0),False,,0
1702927677.584508,ied_protecaoPROT/LLN0$GO$trip2_dataset,3171572,1702927677.584508,GOOSE,145,0x1013 (4115),rtds,1,,1,349,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:57.584508000 IST",0.0,0.0,0.0,659.403576,3171572,145,145,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),131,0x0000 (0),0x0000 (0),False,,0
1702927678.220825,SEL_421_distCFG/LLN0$GO$CB_prot,3174631,1702927678.220825,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,891,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:57:58.220825000 IST",0.0,0.000114,0.636317,660.039893,3174631,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927678.404765,SEL_421_distCFG/LLN0$GO$CB_disj1,3175515,1702927678.404765,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,891,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:57:58.404765000 IST",0.0,0.000198,0.18394,660.223833,3175515,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927679.22091,SEL_421_distCFG/LLN0$GO$CB_prot,3179436,1702927679.22091,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,892,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:57:59.220910000 IST",0.0,0.0,0.816145,661.039978,3179436,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927679.405006,SEL_421_distCFG/LLN0$GO$CB_disj1,3180320,1702927679.405006,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,892,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:57:59.405006000 IST",0.0,6.7e-05,0.184096,661.224074,3180320,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927679.581673,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,3181170,1702927679.581673,GOOSE,176,0x1011 (4113),rtds,1,80.0,2,348,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:57:59.581673000 IST",0.0,0.000109,0.176667,661.400741,3181170,176,176,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),162,0x0000 (0),0x0000 (0),,,0
1702927679.582584,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,3181175,1702927679.582584,GOOSE,168,0x1010 (4112),rtds,1,80.0,102,348,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:57:59.582584000 IST",0.0,0.000247,0.000911,661.401652,3181175,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,0
1702927679.584433,ied_protecaoPROT/LLN0$GO$prot_cb,3181185,1702927679.584433,GOOSE,138,0x1012 (4114),rtds,1,,101,350,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:59.584433000 IST",0.0,0.000246,0.001849,661.403501,3181185,138,138,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),124,0x0000 (0),0x0000 (0),False,,0
1702927679.584433,ied_protecaoPROT/LLN0$GO$trip2_dataset,3181186,1702927679.584433,GOOSE,145,0x1013 (4115),rtds,1,,1,350,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:57:59.584433000 IST",0.0,0.0,0.0,661.403501,3181186,145,145,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),131,0x0000 (0),0x0000 (0),False,,0
1702927680.221337,SEL_421_distCFG/LLN0$GO$CB_prot,3184246,1702927680.221337,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,893,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:58:00.221337000 IST",0.0,0.000174,0.636904,662.040405,3184246,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927680.40502,SEL_421_distCFG/LLN0$GO$CB_disj1,3185129,1702927680.40502,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,893,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:58:00.405020000 IST",0.0,8.1e-05,0.183683,662.224088,3185129,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927681.221711,SEL_421_distCFG/LLN0$GO$CB_prot,3189052,1702927681.221711,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,894,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:58:01.221711000 IST",0.0,0.000125,0.816691,663.040779,3189052,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927681.405087,SEL_421_distCFG/LLN0$GO$CB_disj1,3189933,1702927681.405087,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,894,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:58:01.405087000 IST",0.0,0.00022,0.183376,663.224155,3189933,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927681.58169,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,3190783,1702927681.58169,GOOSE,176,0x1011 (4113),rtds,1,80.0,2,349,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:58:01.581690000 IST",0.0,9.2e-05,0.176603,663.400758,3190783,176,176,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),162,0x0000 (0),0x0000 (0),,,0
1702927681.582604,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,3190788,1702927681.582604,GOOSE,168,0x1010 (4112),rtds,1,80.0,102,349,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:58:01.582604000 IST",0.0,0.000229,0.000914,663.401672,3190788,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,0
1702927681.584453,ied_protecaoPROT/LLN0$GO$prot_cb,3190798,1702927681.584453,GOOSE,138,0x1012 (4114),rtds,1,,101,351,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:58:01.584453000 IST",0.0,0.000231,0.001849,663.403521,3190798,138,138,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),124,0x0000 (0),0x0000 (0),False,,0
